"Search Keyword","Users","Sessions","Searches"
"genie access - sr 2204040030002605",1,2,"2"
"genie access - sr 2204130060000087",1,2,"2"
"genie access - sr 2204170030000336",1,2,"2"
"genie access - sr 2205110030001940",1,1,"2"
"genie access - sr 2205190010002627",1,2,"2"
"genie access - sr 2205250040009267",1,2,"2"
"genie access - sr 2205290030000234",1,1,"2"
"genie access - sr 2205310030001378",1,2,"2"
"genie access - sr 2206010030001463",1,2,"2"
"genie access - sr 2206090030001702",1,1,"2"
"genie access - sr 2206090040000117",1,2,"2"
"genie access - sr 2206210030002489",1,1,"2"
"genie access []",1,2,"2"
"genie access request 2204270060000414",1,1,"2"
"genie access request azure 2206280060000166",1,1,"2"
"genie access request: unable to start azure databricks cluster",1,1,"2"
"genie access | arr sr# 2202150030002462002",1,2,"2"
"genie access | arr sr# 2204050030001227",1,2,"2"
"genie access | arr sr# 2205250030000379",1,2,"2"
"genie access | arr sr# 2205270050000380",1,2,"2"
"genie access | databricks cannot connect to external api",1,1,"2"
"genie access | intermitten error: table or view not found",1,2,"2"
"genie access | spark down: outofmemoryerror: unable to create new native thread",1,2,"2"
"genie for #2203280050002083",2,2,"2"
"genie for #2204050040010223",2,2,"2"
"genie for #2204190030002027",2,2,"2"
"genie for #2204200040005876",2,2,"2"
"genie for #2204200050000518",2,2,"2"
"genie for #2204250050000284",2,2,"2"
"genie for #2205020010000466",2,2,"2"
"genie for #2205120050000454",2,2,"2"
"genie for #2205260050000800",2,2,"2"
"genie for #2205270050000655",2,2,"2"
"genie for #2205310050001170",2,2,"2"
"genie for #2206020050001591",2,2,"2"
"genie for #2206020060001372001",2,2,"2"
"genie for #2206080050000807",2,2,"2"
"genie for #2206080050002025",2,2,"2"
"genie for 2205120050000785",1,1,"2"
"genie for 2205300030001727",1,2,"2"
"genie for 2206010010001042",1,2,"2"
"genie for 2206220050000104",1,1,"2"
"genie-2202220030000239",1,2,"2"
"genie-2203280030003146",1,2,"2"
"genie-2204110030001822",1,2,"2"
"genie-2205050030000248",1,1,"2"
"genie-2205090030000202",1,2,"2"
"genie-2205130060001012",1,2,"2"
"genie-2205230030000991",1,2,"2"
"genie-2206060030000264",1,2,"2"
"genie-2206080040000927",1,2,"2"
"genie-2206080060000052001",1,2,"2"
"genie-cluster not able to run python notebook cell and struck for 65 hours holding cluster resources",1,2,"2"
"genie-simba spark data connector within power bi desktop",1,1,"2"
"genie: mgm resort || 2205100010003010 || npip",1,1,"2"
"genie: safeway || 2204130040009848 || ml model save issue between runtime 7.3 vs 9.1 and 10.4",1,2,"2"
"genie:arr:sevc -not able to connect to onprem cassandra from databricks cluster:sr-2205020040004046",1,2,"2"
"get started",2,2,"2"
"getargument()",1,1,"2"
"getting rpcresponsetoolarge issue",1,1,"2"
"getting timed out error",1,2,"2"
"grant access to workspace",1,1,"2"
"graph wont display",1,1,"2"
"gui is not working properly",1,2,"2"
"help center",1,1,"2"
"help with purge",1,1,"2"
"highest total values",1,1,"2"
"hive metastore",2,2,"2"
"hive schema",1,1,"2"
"hostname",1,1,"2"
"hot to find cluster detail page",1,1,"2"
"how do i contact databricks?",1,1,"2"
"how do i export results to a csv file",1,1,"2"
"how to add a user",2,2,"2"
"how to add hostname",1,1,"2"
"how to check dbus usage in azure databricks",1,1,"2"
"how to compare 2 notebooks",1,1,"2"
"how to concurrently run jobs",1,1,"2"
"how to create a custom report",1,1,"2"
"how to delete cluster",2,2,"2"
"how to find the dbu usage",1,1,"2"
"how to get top records from table",1,1,"2"
"how to load data table",1,1,"2"
"how to make payment",1,1,"2"
"how to read struct data type",1,1,"2"
"how to run a data bricks notebook concurrently in python",1,1,"2"
"how to set up a job dashboard on aws",1,1,"2"
"i cannot make edits to instance pools",2,2,"2"
"i have registered for the certifcation",1,1,"2"
"iam",2,2,"2"
"ilt",2,2,"2"
"import  notebook",2,2,"2"
"import developer",1,2,"2"
"import excel to delta",1,1,"2"
"import library",2,2,"2"
"import notebooks",1,1,"2"
"informatica job is failing in databricks",2,2,"2"
"init script error",1,2,"2"
"install r",2,2,"2"
"integrating github with databricks which is outside vnet",1,2,"2"
"intermittent metadata connectivity issue",1,2,"2"
"invite",2,2,"2"
"issues setting up sso w/ okta for workspace",2,2,"2"
"issues with library and all the jobs are failling in databricks",2,2,"2"
"it is possible the underlying files have been updated. you can explicitly invalidate the cache in spark by running 'refresh table tablename' command in sql or by recreating the dataset/dataframe involved. if delta cache is stale or the underlying files have been removed, you can invalidate delta cache manually by restarting the cluster",1,1,"2"
"javascript:/*-/*`/*\`/*'/*""/**/(/* */onclick=alert() )//%0d%0a%0d%0a//</style/</title/</textarea/</script/--!>\x3csvg/<svg/onload=alert()//>\x3e",1,1,"2"
"javascript:/*-/*`/*`/*'/*""/**/(/* */on click=alert() )//%0d%0a%0d%0a//e/style/e/title/e/text area/e/script/--!csvs/svg/unload=alert()//ex",1,1,"2"
"javascript:alert(1);",1,1,"2"
"jdbc query connection issue",2,2,"2"
"job",2,2,"2"
"job cluster is failing with unexpected error",1,2,"2"
"job cluster notebooks are not visible to users",2,2,"2"
"job cluster queue time is unresonably high",1,2,"2"
"job execution",1,1,"2"
"job fails",2,2,"2"
"job failures",2,2,"2"
"job has been failing with xlrd error",1,2,"2"
"job is stuck",1,2,"2"
"job is taking more time  and timing out but no indication of failure cause",1,2,"2"
"job issues",1,2,"2"
"job scheduler, cluster ui not working",1,2,"2"
"job were running slow and few nodes getting skipped",1,1,"2"
"jobs can_view deploy",1,2,"2"
"jobs failing",2,2,"2"
"jobs failing due to unavailability of dbfs service",1,2,"2"
"jobs failing in prod",2,2,"2"
"jobs failing with cluster time-out issue",1,2,"2"
"jobs in production and qa databrciks are failing due to timeout error",1,2,"2"
"jobs in production and qa databrciks are failing due to timeout error.",1,1,"2"
"jobs run only task",1,1,"2"
"jobs taking too long - performance issue",1,2,"2"
"join",1,1,"2"
"join tables",1,1,"2"
"kafka streaming tasks are failing continuously without any data transmission",2,2,"2"
"knowledge articles",1,1,"2"
"lessons.dbc",1,1,"2"
"libraries cronr",1,1,"2"
"library installation failed for library due to user error for pypi { package: ""(scikit-learn==0.18.2)""",1,1,"2"
"lightgbm",2,2,"2"
"limit",2,2,"2"
"load data",2,2,"2"
"load data from database",1,1,"2"
"load file",2,2,"2"
"load special characters with spark-xml",1,1,"2"
"locked",2,2,"2"
"logging",2,2,"2"
"logging a support case",1,1,"2"
"logs delivery just before application shutdown",1,2,"2"
"long running job",1,1,"2"
"machine learning",1,1,"2"
"maintenance windows",1,1,"2"
"make_timestamp function",1,1,"2"
"manage billing",2,2,"2"
"manage thigns  to report how that gonna work",1,1,"2"
"management",2,2,"2"
"managing",1,1,"2"
"markdown",2,2,"2"
"market",1,1,"2"
"marketng",1,1,"2"
"max retries exceeded with url , failed to establish a new connection when connecting translator resource from databricks",1,1,"2"
"memory",1,1,"2"
"merge",2,2,"2"
"metadata",1,1,"2"
"metastore",2,2,"2"
"metastore access issues.",1,2,"2"
"migrate all the databases and tables form one workspace to another one",1,1,"2"
"ml cluster",1,1,"2"
"ml flow",2,2,"2"
"mlflow experiment disappear",1,1,"2"
"mlflow model version pending to be deployed forever",1,2,"2"
"mlflow pricing",1,1,"2"
"mlflowexception: the following failures occurred while downloading one or more artifacts from dbfs",1,1,"2"
"mock exam",1,1,"2"
"model failing in existing workspace",1,2,"2"
"modulenotfounderror:",1,1,"2"
"modulenotfounderror: no module named 'databricks.models'",1,1,"2"
"modulenotfounderror: no module named 'sqlalchemy'",1,1,"2"
"mount",2,2,"2"
"move account to the partner academy",1,1,"2"
"msr7-9z0",1,1,"2"
"multiple jobs per cluster",1,1,"2"
"multiple_jobs_failing",1,1,"2"
"my free tail",1,1,"2"
"names",1,1,"2"
"need immediate assistance - prod issue -  we have installed a third party jar in databricks cluster for encrypting/decrypting the data, when we try connect to that cluster from power bi and we are getting a udf function issue.",1,2,"2"
"new workspace",2,2,"2"
"no api found for",1,1,"2"
"nodes lost communication",1,2,"2"
"not able to access data from azure databricks (vgdatabricks) , getting authentication error",1,1,"2"
"not able to access files in databricks from azure storage",1,2,"2"
"not able to call email api services from databricks notebook",1,1,"2"
"not able to create cluster pool with dbr light 2.4 extended",1,1,"2"
"not able to manage cluster in premium tier with owner permission.",1,2,"2"
"notebook cell hanging with python",1,2,"2"
"notebook execution failure",1,2,"2"
"notebooks",2,2,"2"
"ocr cluster taking too long to launch after initiaing the cluster--2204220040005758",1,2,"2"
"on demand single node",1,1,"2"
"one node in a bad status",1,2,"2"
"our workspace is  not responding to api calls or command submits",1,2,"2"
"outer apply",1,1,"2"
"password update",1,1,"2"
"passwordless sftp connection",1,1,"2"
"payment option not visible",1,1,"2"
"performance issues with streams",1,2,"2"
"permissions",2,2,"2"
"phone number'",1,1,"2"
"photon clusters giving incorrect results.",1,2,"2"
"pin models to home",1,1,"2"
"pinned",1,1,"2"
"plotly",1,1,"2"
"port",1,1,"2"
"post and get api calls for the custom entity xomuog_well are experiencing long latency issues. the api calls are originating from microsoft azure databricks.  the databricks jobs that used to run in 20 minutes is now taking 18 hours",1,2,"2"
"powerbi failing to connect to databricks table and fetch data",2,2,"2"
"problem with a unresponsive delta live tables ui when using 6 notebooks in a dlt-pipeline.",1,2,"2"
"prod & dev dbks job failures due to azure vm extension outage for bootstrap script execution",2,2,"2"
"production job failure",2,2,"2"
"prometheu",1,1,"2"
"proxy setting disablement",1,1,"2"
"purge",1,2,"2"
"pycrypto installation failed using init script",1,2,"2"
"pycurl",1,1,"2"
"pyspark app runs fine at start but but slows down and delays increased over time",1,2,"2"
"python cluster",1,1,"2"
"python packages pip install takes too long",1,1,"2"
"query data",1,1,"2"
"questions related to databases pointing to azure dalatake storage gen2",1,2,"2"
"r notebook",1,1,"2"
"r notebook fails sometimes; fails only at specific time every day",1,2,"2"
"r package dbfs",1,1,"2"
"rapids",1,2,"2"
"read and write parquet files",1,1,"2"
"read sql table in dataframe",1,1,"2"
"reading an  external configuration file (application.conf) from azure databricks",1,2,"2"
"recovery folder",1,1,"2"
"redshift connection",2,2,"2"
"redshift connection issue from job clusters",1,1,"2"
"ref:_00d61jgc4._5008y1up6bg:ref",1,1,"2"
"reflabs cluster jobs are running slow and taking too long timing.",2,2,"2"
"registering for data engineer exam",1,1,"2"
"remote rpc client disassociated",2,2,"2"
"remove data",1,1,"2"
"remove table",1,1,"2"
"rename workspace",1,1,"2"
"repos for git integration",2,2,"2"
"requesting login",1,1,"2"
"restart cluster not working community edition",2,2,"2"
"rpt file",1,1,"2"
"rstudio 1.4 initialization failure",2,2,"2"
"run sql",1,1,"2"
"running a python script in databricks that currently is in local computer",2,2,"2"
"runtime 10.4 duplicates columns where 9.1 does not",1,2,"2"
"runtime 6.4 support ending by june'22. what is the best way to upgrade with least amount of changes and regression testing? extension?",1,2,"2"
"runtime error, cannot open the connection",1,2,"2"
"salesforce",2,2,"2"
"scala driver local",1,1,"2"
"scheduled job failed with error message error in sql statement: azurecredentialnotfoundexception: could not find adls gen2 token",1,2,"2"
"schema ambiguity in delta live tables - 2206050050000028",2,2,"2"
"scope",2,2,"2"
"seaborn not working",1,1,"2"
"search for specific phrases in the code",1,1,"2"
"search function",2,2,"2"
"search notebook id",1,1,"2"
"secrets",2,2,"2"
"secure groups vanishing from databricks instance although were a part of scim",1,1,"2"
"security",1,1,"2"
"self-learning path login issue",1,1,"2"
"server hostname",2,2,"2"
"setting job description in spark ui not working",1,2,"2"
"sf:00154000",1,1,"2"
"shared install",1,1,"2"
"shortcut key",1,1,"2"
"show",1,1,"2"
"show commands for table",1,1,"2"
"simba",1,1,"2"
"slow performance with spark",1,2,"2"
"soc ii",1,1,"2"
"spark",2,2,"2"
"spark cosmos write error",1,2,"2"
"spark driver errors",2,2,"2"
"spark version",2,2,"2"
"spark.conf",1,1,"2"
"spark.conf.set",2,2,"2"
"spark.databricks.delta.format check.enabled",1,1,"2"
"sparksession",1,1,"2"
"speed",1,1,"2"
"sql accreditation",1,1,"2"
"sql endpoint cluster failing to start in prod",1,2,"2"
"sql joins gives wrong result",2,2,"2"
"sql query works in dbr 9.1 but fails in dbr 10.4",1,2,"2"
"sql server connections",1,2,"2"
"ssh databricks cluster connection error power bi",1,2,"2"
"ssl connectivity to container registry from databricks",1,2,"2"
"ssl error",1,1,"2"
"starting a cluster",1,1,"2"
"storage account",2,2,"2"
"string split",1,1,"2"
"support",1,1,"2"
"support tickets",1,1,"2"
"supprimer un programme",1,1,"2"
"suspend",1,1,"2"
"tableau",2,2,"2"
"tableau server",1,1,"2"
"template",1,1,"2"
"temporarily_unavailable",2,2,"2"
"termination",1,1,"2"
"test for email notification",1,2,"2"
"text analytic",1,1,"2"
"the big book of machine learning use cases",1,1,"2"
"the cluster is getting terminated automatically",1,1,"2"
"the devops pipeline for databricks is failing. hence, we need advise regarding this issue.",2,2,"2"
"the instance of the sql server database engine cannot obtain a lock resource at this time",2,2,"2"
"the spark driver has stopped unexpectedly and is restarting. your notebook will be automatically reattached.",2,2,"2"
"the spark driver has stopped unexpectedly and seems like a memory issue",2,2,"2"
"the vms are not getting deallocated and costing to us",1,2,"2"
"this is due to there is a whitespace in the lib ""scikit-misc """,1,1,"2"
"thrifthttpservlet: starting post response back to client",1,1,"2"
"ticket",2,2,"2"
"time zone",1,1,"2"
"timedout when connecting to sql database",1,1,"2"
"too many 500 error responses",1,1,"2"
"trying to get the size of folders in dbfs",1,1,"2"
"un enroll",2,2,"2"
"unable to access sql in databricks",1,1,"2"
"unable to connect to azure sql db- saved",1,2,"2"
"unable to connect to postgresql remote db",1,2,"2"
"unable to create or start a cluster",2,2,"2"
"unable to display gmaps output",1,2,"2"
"unable to download my certificate",1,2,"2"
"unable to launch cluster",2,2,"2"
"unable to login t0 databricks community edition page",2,2,"2"
"unable to make jdbc connection to external postgres instance",2,2,"2"
"unable to mount container in databricks script but are able to mount same container in databricks resource in separate resource group",1,2,"2"
"unable to mount the containers in databricks",2,2,"2"
"unable to read table using spark sql",2,2,"2"
"unable to start a cluster",2,2,"2"
"unable to submit databricks jar job and pass the spark parameters",2,2,"2"
"unable to write from databricks into synapse",1,1,"2"
"unauthorised access to portal",1,1,"2"
"uncaught syntaxerror: unexpected token '&&'",2,2,"2"
"unicodedecodeerror: 'utf-8' codec can't decode byte 0xe1 in position 9044: invalid continuation byte",1,1,"2"
"upgrade blob storage to general purpose v2",1,1,"2"
"upgrade databricks to 10.4lts hive metastore causing job failures",1,2,"2"
"upgrade premium",1,1,"2"
"upload data",2,2,"2"
"url",2,2,"2"
"user already exists in another account",2,2,"2"
"user settings",2,2,"2"
"videos",1,1,"2"
"view",2,2,"2"
"view _symlink_format_manifest",1,1,"2"
"view account usage",1,1,"2"
"voucher for certification exam",2,2,"2"
"waiting to run",1,1,"2"
"warehouse",1,1,"2"
"warnings",1,1,"2"
"we are setting up a new connectivity to aws s3. it is required a new certificate to be installed",2,2,"2"
"we are setting up a new connectivity to aws s3. it is required a new certificate to be installed.",2,2,"2"
"we can't upgrade to current runtime version 10.x",1,2,"2"
"webapp",1,1,"2"
"what data formats are supported in databricks",2,2,"2"
"what is databricks data science & engineering?",1,1,"2"
"what types of logs we can get from databricks",1,1,"2"
"what types of logs we can store in s3 from databricks aws",1,1,"2"
"where are my lost photos",1,1,"2"
"where do files save to",1,1,"2"
"where do i find my token id information?",1,1,"2"
"where we can see trash data",1,1,"2"
"while writing data from databricks into adls files , storage acl permission (mask bit) is not inheriting properly",2,2,"2"
"who is my rep",1,1,"2"
"window functions",2,2,"2"
"work",1,1,"2"
"workspace cli",1,1,"2"
"workspace deletion",2,2,"2"
"workspace stop",1,1,"2"
"x""><svg onload=prompt(window.origin)>",1,1,"2"
"you don't have permission to access this page",2,2,"2"
