,label_0,freq_0,label_1,freq_1,label_2,freq_2,label_3,freq_3,label_4,freq_4,label_5,freq_5
84,"('Suzaku Analysis of the Supernova Remnant G306.3-0.9 and the Gamma-ray View of Its Neighborhood', ""A supernova at 50 pc: Effects on the Earth's atmosphere and biota"")",4.0,"(""It Takes Two to Tango: Towards Theory of AI's Mind"", 'Comparison of Self-Aware and Organic Computing Systems', 'Towards Proxemic Mobile Collocated Interactions')",5,"('Banach synaptic algebras', 'On the K-theory of C*-algebras for substitution tilings (a pedestrian version)')",4.0,"('On constraining projections of future climate using observations and simulations from multiple climate models', 'Analysis of Annual Cyclone Frequencies over Bay of Bengal: Effect of 2004 Indian Ocean Tsunami', 'Probabilities of causation of climate changes', 'Trends in European flood risk over the past 150 years')",4.0,"('Dynamic constraints on activity and connectivity during the learning of value', 'A model of reward-modulated motor learning with parallelcortical and basal ganglia pathways')",4.0,"('Failure of Smooth Pasting Principle and Nonexistence of Equilibrium Stopping Rules under Time-Inconsistency', 'Systems of ergodic BSDE arising in regime switching forward performance processes', 'Strong and Weak Equilibria for Time-Inconsistent Stochastic Control in Continuous Time', 'A Backward Simulation Method for Stochastic Optimal Control Problems')",3.0
85,"(""Poynting's theorem in magnetic turbulence"", 'Absolute versus convective helical magnetorotational instabilities in Taylor-Couette flows')",4.0,"('Typed Closure Conversion for the Calculus of Constructions', 'Representing Hybrid Automata by Action Language Modulo Theories', 'On the sharpness and the injective property of basic justification models')",5,"('Computing Simple Multiple Zeros of Polynomial Systems', 'Some preliminary results on the set of principal congruences of a finite lattice')",4.0,"('Bayesian Semisupervised Learning with Deep Generative Models', 'Bayesian Renewables Scenario Generation via Deep Generative Networks')",4.0,"('Gradient Sensing via Cell Communication', 'Signal propagation in sensing and reciprocating cellular systems with spatial and structural heterogeneity')",4.0,"('Evaluation of equity-based debt obligations', 'An Enhanced Initial Margin Methodology to Manage Warehoused Credit Risk')",3.0
86,"('A Closer Look at the Alpha Persei Coronal Conundrum', 'Evidence for a radiatively driven disc-wind in PDS 456?')",4.0,"('Adaptive Diffusion Processes of Time-Varying Local Information on Networks', 'Detecting Topological Changes in Dynamic Community Networks', 'Dynamic Laplace: Efficient Centrality Measure for Weighted or Unweighted Evolving Networks')",5,"('$\\overline{M}_{1,n}$ is usually not uniruled in characteristic $p$', 'No minimal tall Borel ideal in the Katětov order')",4.0,"('Asynchronous Byzantine Machine Learning (the case of SGD)', 'Distributed Newton Methods for Deep Neural Networks')",4.0,"('On the Analysis of Bacterial Cooperation with a Characterization of 2D Signal Propagation', 'When do we have the power to detect biological interactions in spatial point patterns?')",4.0,"('Optimal portfolio selection in an Itô-Markov additive market', 'A Stochastic Control Approach to Managed Futures Portfolios', 'Portfolio Optimization for Cointelated Pairs: SDEs vs. Machine Learning')",3.0
87,"('Direct Evidence of Spontaneous Abrikosov Vortex State in Ferromagnetic Superconductor EuFe$_2$(As$_{1-x}$P$_x$)$_2$ with $x=0.21$', 'Core structure of two-dimensional Fermi gas vortices in the BEC-BCS crossover region')",4.0,"('Optimal Envelope Approximation in Fourier Basis with Applications in TV White Space', 'An improvement on LSB+ method', 'A stencil scaling approach for accelerating matrix-free finite element implementations', 'Nonlinear control for an uncertain electromagnetic actuator')",5,"('$W$-entropy, super Perelman Ricci flows and $(K, m)$-Ricci solitons', 'Discrete and Continuous Green Energy on Compact Manifolds')",4.0,"('Understanding Membership Inferences on Well-Generalized Learning Models', 'On semi-supervised learning')",4.0,"('Improving Protein Gamma-Turn Prediction Using Inception Capsule Networks', 'Deep Robust Framework for Protein Function Prediction using Variable-Length Protein Sequences')",4.0,"('Asynchronous stochastic price pump', 'Optimal Timing to Trade Along a Randomized Brownian Bridge')",3.0
88,"('L lines, C points and Chern numbers: understanding band structure topology using polarization fields', 'From a normal insulator to a topological insulator in plumbene')",4.0,"('Performance of Energy Harvesting Receivers with Power Optimization', 'Performance Analysis of Ultra-Dense Networks with Elevated Base Stations', 'Outage analysis in two-way communication with RF energy harvesting relay and co-channel interference', 'Achieving Spectrum Efficient Communication Under Cross-Technology Interference')",5,"('Kites and Residuated Lattices', 'Dehn invariant of flexible polyhedra')",4.0,"('Semi-Supervised Approaches to Efficient Evaluation of Model Prediction Performance', 'Optimizing Prediction Intervals by Tuning Random Forest via Meta-Validation')",4.0,"('Mechanism Deduction from Noisy Chemical Reaction Networks', 'Joining and decomposing reaction networks')",4.0,"('Dimensional Analysis in Economics: A Study of the Neoclassical Economic Growth Model', 'The role of complex analysis in modeling economic growth')",3.0
89,"('IP determination and 1+1 REMPI spectrum of SiO at 210-220 nm with implications for SiO$^{+}$ ion trap loading', 'Photodetector figures of merit in terms of POVMs', 'UV Detector based on InAlN/GaN-on-Si HEMT Stack with Photo-to-Dark Current Ratio > 107')",4.0,"('On the Deployment of Distributed Antennas for Wireless Power Transfer with Safety Electromagnetic Radiation Level Requirement', 'Magneto-inductive Passive Relaying in Arbitrarily Arranged Networks', 'Outage analysis in two-way communication with RF energy harvesting relay and co-channel interference', 'Achieving Spectrum Efficient Communication Under Cross-Technology Interference')",4,"(""On Popov's formula involving the Von Mangoldt function"", 'Explicit evaluation of harmonic sums')",4.0,"('RLE Plots: Visualising Unwanted Variation in High Dimensional Data', 'Generalized Biplots for Multidimensional Scaled Projections')",4.0,"('Solving a non-linear model of HIV infection for CD4+T cells by combining Laplace transformation and Homotopy analysis', 'Mathematical model of immune response to hepatitis B')",4.0,"('Portfolio Optimization in Fractional and Rough Heston Models', 'Target volatility option pricing in lognormal fractional SABR model')",3.0
90,"('Phase Synchronization on Spacially Embeded Duplex Networks with Total Cost Constraint', 'Radio Frequency Interference Mitigation')",4.0,"('On Study of the Reliable Fully Convolutional Networks with Tree Arranged Outputs (TAO-FCN) for Handwritten String Recognition', 'On the letter frequencies and entropy of written Marathi', 'Pattern Generation Strategies for Improving Recognition of Handwritten Mathematical Expressions', 'BanglaLekha-Isolated: A Comprehensive Bangla Handwritten Character Dataset', 'A Comprehensive Survey on Bengali Phoneme Recognition')",4,"('Classification of pro-$p$ PD$^2$ pairs and the pro-$p$ curve complex', 'On the geometry of the moduli space of sheaves supported on curves of genus two in a quadric surface')",4.0,"('Gaussian process classification using posterior linearisation', 'Parametric Gaussian Process Regression for Big Data', 'Scalable Gaussian Process Computations Using Hierarchical Matrices')",4.0,"('A theoretical framework for retinal computations: insights from textbook knowledge', 'Sparse Coding Predicts Optic Flow Specificities of Zebrafish Pretectal Neurons', 'A metric model for the functional architecture of the visual cortex')",4.0,"('Game-Theoretic Capital Asset Pricing in Continuous Time', 'Game-theoretic dynamic investment model with incomplete information: futures contracts', 'Optimal Investment, Demand and Arbitrage under Price Impact')",3.0
91,"('Comparative Climates of TRAPPIST-1 planetary system: results from a simple climate-vegetation model', ""Orbital Evolution, Activity, and Mass Loss of Comet C/1995 O1 (Hale-Bopp). I. Close Encounter with Jupiter in Third Millennium BCE and Effects of Outgassing on the Comet's Motion and Physical Properties"")",4.0,"('Trusted Multi-Party Computation and Verifiable Simulations: A Scalable Blockchain Approach', 'ZebraLancer: Crowdsource Knowledge atop Open Blockchain, Privately and Anonymously', 'A Logic of Blockchain Updates')",4,"('Homogenization of nonlinear elliptic systems in nonreflexive Musielak-Orlicz spaces', 'On C-class equations')",4.0,"('Lose The Views: Limited Angle CT Reconstruction via Implicit Sinogram Completion', 'Simultaneous shot inversion for nonuniform geometries using fast data interpolation', 'Probabilistic Graphical Modeling approach to dynamic PET direct parametric map estimation and image reconstruction')",4.0,"('Kinetics of Protein-DNA Interactions: First-Passage Analysis', 'Eigensolutions and spectral analysis of a model for vertical gene transfer of plasmids', 'Kinky DNA in solution: Small angle scattering study of a nucleosome positioning sequence', 'Strong deformations of DNA: Effect on the persistence length', 'The self-referring DNA and protein: a remark on physical and geometrical aspects', 'End-to-end distance and contour length distribution functions of DNA helices', 'Kinetic Trans-assembly of DNA Nanostructures', 'Single-molecule imaging of DNA gyrase activity in living Escherichia coli', 'Determinants of cyclization-decyclization kinetics of short DNA with sticky ends', 'Unveiled electric profiles within hydrogen bonds suggest DNA base pairs with similar bond strengths', 'Short DNA persistence length in a mesoscopic helical model', 'DNA Base Pair Mismatches Induce Structural Changes and Alter the Free Energy Landscape of Base Flip', 'Spontaneous domain formation in disordered copolymers as a mechanism for chromosome structuring', 'Parallel G-duplex and C-duplex DNA with Uninterrupted Spines of AgI-Mediated Base Pairs')",4.0,"('The role of industry, occupation, and location specific knowledge in the survival of new firms', 'Contemporary facets of business successes among leading companies, operating in Bulgaria')",3.0
92,"('Highly Nonlinear and Low Confinement Loss Photonic Crystal Fiber Using GaP Slot Core', 'Coherent modulation up to 100 GBd 16QAM using silicon-organic hybrid (SOH) devices')",4.0,"('3D Human Pose Estimation in RGBD Images for Robotic Task Learning', 'Learning body-affordances to simplify action spaces')",4,"('Well-posedness of a Model for the Growth of Tree Stems and Vines', 'Twisting and Mixing')",4.0,"('Deep Learning for Classification Tasks on Geospatial Vector Polygons', 'A Multi-task Deep Learning Architecture for Maritime Surveillance using AIS Data Streams')",4.0,"('Modeling of drug diffusion in a solid tumor leading to tumor cell death', 'The morphodynamics of 3D migrating cancer cells', 'An In Vitro Vascularized Tumor Platform for Modeling Breast Tumor Stromal Interactions and Characterizing the Subsequent Response', 'A Hybrid Multiscale Model for Cancer Invasion of the Extracellular Matrix', 'Non-hermitian operator modelling of basic cancer cell dynamics')",4.0,"('On smile properties of volatility derivatives and exotic products: understanding the VIX skew', 'Option market (in)efficiency and implied volatility dynamics after return jumps')",3.0
93,"('A System of Three Super Earths Transiting the Late K-Dwarf GJ 9827 at Thirty Parsecs', 'Characterizing Exoplanet Habitability', 'Searching for the Transit of the Earth--mass exoplanet Proxima~Centauri~b in Antarctica: Preliminary Result', 'The LCES HIRES/Keck Precision Radial Velocity Exoplanet Survey', 'Forecasting the Impact of Stellar Activity on Transiting Exoplanet Spectra', 'Comparative Climates of TRAPPIST-1 planetary system: results from a simple climate-vegetation model', 'Centroid vetting of transiting planet candidates from the Next Generation Transit Survey', 'The GAPS Programme with HARPS-N@TNG XIV. Investigating giant planet migration history via improved eccentricity and mass determination for 231 transiting planets', ""Orbital Evolution, Activity, and Mass Loss of Comet C/1995 O1 (Hale-Bopp). I. Close Encounter with Jupiter in Third Millennium BCE and Effects of Outgassing on the Comet's Motion and Physical Properties"", 'Likely Transiting Exocomets Detected by Kepler')",4.0,"('Optimizing Mission Critical Data Dissemination in Massive IoT Networks', 'AACT: Application-Aware Cooperative Time Allocation for Internet of Things')",4,"('A proof of the Flaherty-Keller formula on the effective property of densely packed elastic composites', 'The ellipse law: Kirchhoff meets dislocations')",4.0,"('Confidence Intervals for Quantiles from Histograms and Other Grouped Data', 'A Nonparametric Method for Producing Isolines of Bivariate Exceedance Probabilities', 'A Quantile Estimate Based on Local Curve Fitting')",4.0,"('Universal kinetics for engagement of mechanosensing pathways in cell adhesion', 'Mechanisms for bacterial gliding motility on soft substrates', 'Origin of soft glassy rheology in the cytoskeleton', 'Morphology and Motility of Cells on Soft Substrates', 'Fiber plucking by molecular motors yields large emergent contractility in stiff biopolymer networks', 'Elongation and shape changes in organisms with cell walls: a dialogue between experiments and models')",4.0,"('International crop trade networks: The impact of shocks and cascades', 'How production networks amplify economic growth', 'Growth, Industrial Externality, Prospect Dynamics and Well-being on Markets')",3.0
